observation,date,component,mean,lower_5,upper_95
1,2023-02-06,intercept,38.12628866458819,34.881921064786845,41.52237010827827
1,2023-02-06,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
1,2023-02-06,media:channel_2,0.0,0.0,0.0
1,2023-02-06,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
1,2023-02-06,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
1,2023-02-06,media:channel_5,0.0,0.0,0.0
1,2023-02-06,media:channel_6,0.0,0.0,0.0
1,2023-02-06,seasonality,5303.122066358029,1347.4307123411045,10551.317323977146
2,2023-02-13,intercept,38.12628866458819,34.881921064786845,41.52237010827827
2,2023-02-13,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
2,2023-02-13,media:channel_2,0.0,0.0,0.0
2,2023-02-13,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
2,2023-02-13,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
2,2023-02-13,media:channel_5,9.348663817383944,7.74609935711561,11.133340910472384
2,2023-02-13,media:channel_6,9.3910582793782,7.899701122237635,11.09815223553411
2,2023-02-13,seasonality,5189.693036906081,1510.4511764511678,9555.560727237984
3,2023-02-20,intercept,38.12628866458819,34.881921064786845,41.52237010827827
3,2023-02-20,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
3,2023-02-20,media:channel_2,8.603441337673734,6.915512583884274,10.27670953648265
3,2023-02-20,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
3,2023-02-20,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
3,2023-02-20,media:channel_5,9.348663817383944,7.74609935711561,11.133340910472384
3,2023-02-20,media:channel_6,9.3910582793782,7.899701122237635,11.09815223553411
3,2023-02-20,seasonality,5001.091730970656,1651.6209973104492,8452.576355319934
4,2023-02-27,intercept,38.12628866458819,34.881921064786845,41.52237010827827
4,2023-02-27,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
4,2023-02-27,media:channel_2,8.603441337673734,6.915512583884274,10.27670953648265
4,2023-02-27,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
4,2023-02-27,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
4,2023-02-27,media:channel_5,9.348663817383944,7.74609935711561,11.133340910472384
4,2023-02-27,media:channel_6,9.3910582793782,7.899701122237635,11.09815223553411
4,2023-02-27,seasonality,4740.057288578157,1768.8854864811872,7759.060530853434
5,2023-03-06,intercept,38.12628866458819,34.881921064786845,41.52237010827827
5,2023-03-06,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
5,2023-03-06,media:channel_2,8.603441337673734,6.915512583884274,10.27670953648265
5,2023-03-06,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
5,2023-03-06,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
5,2023-03-06,media:channel_5,9.348663817383944,7.74609935711561,11.133340910472384
5,2023-03-06,media:channel_6,9.3910582793782,7.899701122237635,11.09815223553411
5,2023-03-06,seasonality,4410.378090813086,1711.8579040966004,8146.431417492815
6,2023-03-13,intercept,38.12628866458819,34.881921064786845,41.52237010827827
6,2023-03-13,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
6,2023-03-13,media:channel_2,8.603441337673734,6.915512583884274,10.27670953648265
6,2023-03-13,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
6,2023-03-13,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
6,2023-03-13,media:channel_5,9.348663817383944,7.74609935711561,11.133340910472384
6,2023-03-13,media:channel_6,9.3910582793782,7.899701122237635,11.09815223553411
6,2023-03-13,seasonality,4016.836438346105,1462.6476368904923,8415.861283410948
7,2023-03-20,intercept,38.12628866458819,34.881921064786845,41.52237010827827
7,2023-03-20,media:channel_1,8.93360823544559,7.437885765777861,10.47423822878778
7,2023-03-20,media:channel_2,8.603441337673734,6.915512583884274,10.27670953648265
7,2023-03-20,media:channel_3,8.694803825271338,6.960204038374497,10.504647978090745
7,2023-03-20,media:channel_4,8.984610812998831,7.302583209018775,10.794919895881822
